Respondent ID,Is there anything else you would like to share with us regarding the Award for Aspirations in Computing?,CODE
6823644425,"Thank you everyone for seeing the potential in me. It has most definitely made me a strong, independent woman.",ty
6823642189,,
6823635953,,
6823613232,N/A,no
6823606835,,
6823601981,,
6823564956,,
6823562701,"Because of this award, I was able to find a really cool robotics internship at Citi for this summer! I’m so excited and I could have never done that without the community NCWIT created. ",in
6823562077,,
6823561368,,
6823552281,,
6823550419,,
6823546727,I wish I had learned that I had won something before the awards ceremony! ,p
6823527415,Thank you for this opportunity ,ty
6823513547,,
6823502586,,
6823497983,,
6823497970,,
6823493132,,
6823488323,,
6823487106,,
6823482233,Thank you so much! I am honored to receive the award. ,ty
6823479185,,
6823475833,"I was never contacted about being an award recipient, so had no reason to believe I would need to attend/plan to attend the ceremony. I'm also not sure what the award entails...which may have been explained at the ceremony, or the email telling me I received it, I don't know. Thanks for the recognition.",p
6823475833,"I was never contacted about being an award recipient, so had no reason to believe I would need to attend/plan to attend the ceremony. I'm also not sure what the award entails...which may have been explained at the ceremony, or the email telling me I received it, I don't know. Thanks for the recognition.",ty
6823471287,"I think that it's wonderful for such an awesome group to exist, and that the group is doing a good deed for human kind!",comp
6823470729,,
6823468648,,
6823463504,,
6823451579,,
6823450801,,
6823450131,"As someone of a low income household, it would really help to have scholarships included with the awards, even if they are as simple as $200, or a copy of software that may be useful down the road.",ad
6823446122,,
6823443155,N/A,no
6823441189,,
6823423992,,
6823422050,,
6823421323,,
6823408666,,
6823405350,,
6823394713,More collaboration between the recipients of the awards a few months after the event would be helpful for networking.    An award package was accidentally sent to my home. It was meant for another award recipient.,ad
6823394713,More collaboration between the recipients of the awards a few months after the event would be helpful for networking.    An award package was accidentally sent to my home. It was meant for another award recipient.,p
6823390129,,
6823388247,It was fantastic meeting such great women,comp
6823379950,,
6823378294,,
6823376888,I loved the close knit family feel the program displayed. ,comp
6823373362,,
6823371877,,
6823371439,,
6823364678,,
6823356913,,
6823352826,,
6823351343,,
6823341471,It is a great award. I enjoy being a recipient. Thank you.,ty
6823337124,Thank you for sending me all of the merch and award since I was not able to attend the ceremony.,ty
6823335932,,
6823330161,Nope. Thanks,ty
6823328851,,
6823322509,,
6823316210,,
6823298051,,
6823295705,Wish there were more scholarship opportunities that were tied directly to the award,ad
6823294179,"No, thanks.",ty
6823291597,,
6823268474,,
6823255762,,
6823243441,,
6823243216,,
6823240768,,
6823216375,,
6823215785,Thank you!,ty
6823214806,"I may have heard of the community only recently, but the fact that it’s as big as it is and such a supportive group of people involved in computing really makes me excited to see how the field is fully with other people from all over. It’s been an amazing opportunity to be a part of it and I’m externally grateful.",comp
6823214092,,
6823188852,,
6823185564,,
6823184639,,
6823181710,,
6823179138,Another great book that can be given away at regional award ceremonies is 'Lean In' by Sheryl Sandburg l. Awesome Read!,ad
6823177199,,
6823166822,"The regional affiliate event was a great opportunity, and I am thankful I was able to attend. Thank you.",ty
6823166822,"The regional affiliate event was a great opportunity, and I am thankful I was able to attend. Thank you.",comp
6823165330,"This is a great award with an amazing community. I am truly grateful for being accepted. However, I feel like this award should be promoted more as to provide others with opportunities. In addition, although I understand that the community and opportunities offered are limited to the NCWIT community, it would amazing if there was a general list of opportunities (internships, summer programs, jobs, etc) that everyone could access to uplift everyone. ",comp
6823165330,"This is a great award with an amazing community. I am truly grateful for being accepted. However, I feel like this award should be promoted more as to provide others with opportunities. In addition, although I understand that the community and opportunities offered are limited to the NCWIT community, it would amazing if there was a general list of opportunities (internships, summer programs, jobs, etc) that everyone could access to uplift everyone. ",ad
6823162572,,
6823159662,N/A,no
6823151322,,
6823151254,,
6823147947,I still don't understand why we had to do the marshmallow challenge.,p
6823147728,thank you for providing so many girls with such an amazing opportunities!,ty
6823134095,Thank you for the opportunity to have been part of an amazing experience. ,ty
6823133162,The ceremony was fantastic and really made us feel special.,comp
6823118259,"The beanie I received is very stylish, and thank you very much for this award and opportunity.",comp
6823118259,"The beanie I received is very stylish, and thank you very much for this award and opportunity.",ty
6823117928,No. ,no
6823116218,,
6823113681,N/A,no
6823113435,N/A,no
6823113410,,
6823111190,,
6823110327,,
6823104109,Please keep doing what you are doing!,ad
6823095430,,
6823087515,,
6823078639,"When I went to the regional affiliate last year, there wasn't any moments where we were encouraged to meet other people and interact with them. ",p
6823077428,,
6823076541,I think this is an amazing opportunity! Thank you!,ty
6823073469,,
6823070759,,
6823062923,No,no
6823053310,,
6823053051,Thank you for this Award!!!,ty
6823043868,,
6823039499,,
6823024197,,
6823022271,I loved being a part of the NCWIT community and as a student who applied for the first time-- the application was very easy to understand and was very clear and concise. I also love the idea that students can re-apply for the award (excluding nat. award winners/HM) because it motivates me to put forth my best effort and allows me to create a goal for myself for the next year.,comp
6823022271,I loved being a part of the NCWIT community and as a student who applied for the first time-- the application was very easy to understand and was very clear and concise. I also love the idea that students can re-apply for the award (excluding nat. award winners/HM) because it motivates me to put forth my best effort and allows me to create a goal for myself for the next year.,in
6823014203,,
6823002763,,
6822991325,No ,no
6822987900,Nope!,no
6822974582,Thank you for the opportunity to be a part of the community!,ty
6822970507,,
6822964562,"I wish there were more scholarship opportunities, even small ones. I was surprised to find that the real ""prize""was getting in the facebook group and being able to meet people. I'm more independent and wasn't interested in networking. I wish there were opportunities to learn computing things together at least. Like camps or workshops instead of being mostly virtual and impersonal",ad
6822957600,No.,no
6822950976,,
6822950714,,
6822949806,A big thank you.,ty
6822944981,Thank you so much. This award means a lot to me.,ty
6822939024,I absolutely love being a recipient of the NCWIT Award and I cannot wait for taking part in the years to follow! ,comp
6822934295,,
6822921323,No,no
6822920513,,
6822913770,The food was great.,comp
6822907537,,
6822898207,"Definitely more exposure in rural areas, if possible. ",ad
6822877375,,
6822874370,,
6822862962,I really appreciate this opportunity for young girls!!,ty
6822862751,thank you for this opportunity!,ty
6822858709,Nope. It was a great experience and I’m happy I got to be a part of it!,comp
6822858018,No,no
6822857475,Keep this going! Seeing Facebook posts from this community honestly brightens my day as I feel like I’m not alone and will always have someone to ask for help from! Thank you for this and I’m beyond grateful for this opportunity. :) ,comp
6822857475,Keep this going! Seeing Facebook posts from this community honestly brightens my day as I feel like I’m not alone and will always have someone to ask for help from! Thank you for this and I’m beyond grateful for this opportunity. :) ,ty
6822857475,Keep this going! Seeing Facebook posts from this community honestly brightens my day as I feel like I’m not alone and will always have someone to ask for help from! Thank you for this and I’m beyond grateful for this opportunity. :) ,in
6822855607,,
6822855298,No,no
6822850737,"I'm not too sure if there was the $50 gift card given out again, but I didn't receive it if there was :(",p
6822849330,,
6822839954,,
6822832015,,
6822830759,"No, every year is always great ",comp
6822828609,no,no
6822824562,Thank you for this opportunity :),ty
6822824204,Thank you ,ty
6822823070,No,no
6822821894,Thank you for giving me the opportunity of advancing my career! ,ty
6822817216,No,no
6822815217,,
6822814401,,
6822813246,No,no
6822810714,,
6822806243,,
6822805946,,
6822805372,,
6822805329,,
6822805207,,
6822802665,,
6822799248,,
6822798105,Thank you for the opportunity and the confidence that getting this gave me about my goals and aspirations.,ty
6822798105,Thank you for the opportunity and the confidence that getting this gave me about my goals and aspirations.,in
6822796787,N/A,no
6822791383,,
6822788963,,
6822783448,,
6822781539,I really enjoyed the whole process!,comp
6822779643,,
6822779390,,
6822779361,,
6822773480,,
6822771505,,
6822770506,N/A,no
6822769013,No,no
6822766391,n/a,no
6822766356,,
6822766273,,
6822764509,,
6822762600,,
6822762293,,
6822761543,,
6822760702,,
6822760024,,
6822759767,,
6822758365,,
6822757810,,
6822755642,,
6822754955,,
6822754779,,
6822753697,,
6822753626,Next time please improve communication skills and do a better job of notifying recipients about the award and ceremony,ad
6822750771,Thank you for all the services and opportunities you provide by empowering us young women in computing. ,ty
6822749393,,
6822747945,Not at this time,no
6822747335,I had a great experience at the regional affiliate award!,comp
6822746406,,
6822746120,,
6822745838,,
6822743752,I was a national runner up but I never recieved an ivitation to an award ceremony and I couldnt win a prize bag because I had already won the year before which isn't how it has been in the past. All in all I am sort of dissapointed and the scholarship that I got last year was for a virtual reality school which I would never attend.,p
6822743316,no,no
6822743074,No,no
6822742502,"I never received an email about winning, so please notify both the winner and the teacher teacher about winners",p
6822742274,,
6822742148,no,no
6822741563,,
6822741316,,
6822740863,,
6822740737,,
6822739740,All the stuff I got in that bag was amazing,comp
6822739377,,
6822739291,No,no
6822739289,,
